"v_link";"v_title";"v_description";"v_subject";"v_course";"v_topic"
"qd4AkHAe7mE";"JJ thomson experiment, charge to mass ratio of the electron";;"CHEMISTRY";"IIT JEE";"Structure Of Atom"
"Z4nxF6sm4cI";"Examples on Orbital Angular Momentum Vector";;"CHEMISTRY";"IIT JEE";"Structure Of Atom"
"DHkB0N8eySA";"Examples on Radial probability distribution curve";;"CHEMISTRY";"IIT JEE";"Structure Of Atom"
"dnLtkPzK16w";"Particle nature & Wave nature of electron";;"CHEMISTRY";"IIT JEE";"Structure Of Atom"
"iWZDVWdtjMY";"Wave - particle duality";;"CHEMISTRY";"IIT JEE";"Structure Of Atom"
"qy36qn9cyAM";"Number of spectral lines emitted";;"CHEMISTRY";"IIT JEE";"Structure Of Atom"
"rJFhsyReURA";"Wave function";;"CHEMISTRY";"IIT JEE";"Structure Of Atom"
"MBc-tb8hDYg";"Examples on Theory of the reduced mass of electron and modified Rydberg equation";;"CHEMISTRY";"IIT JEE";"Structure Of Atom"
"kFW8kNKCfgA";"Wave nature of electron";;"CHEMISTRY";"IIT JEE";"Structure Of Atom"
"uXywo2L9wUE";"Pauli's exclusion principle";;"CHEMISTRY";"IIT JEE";"Structure Of Atom"
"p9srXmxBgFQ";"Examples on Total spin quantum number (S)";;"CHEMISTRY";"IIT JEE";"Structure Of Atom"
"KIjWzC3jb4Q";"Examples on Heisenberg's Uncertainty Principle";;"CHEMISTRY";"IIT JEE";"Structure Of Atom"
"kTSr2eqW288";"Emission spectrum of hydrogen";;"CHEMISTRY";"IIT JEE";"Structure Of Atom"
"SurIf5g_2nw";"Aufbau's principle";;"CHEMISTRY";"IIT JEE";"Structure Of Atom"
"6_-NfLFUcp8";"Hund's rule of maximum multiplicity";;"CHEMISTRY";"IIT JEE";"Structure Of Atom"
"Ma8-yKSJyys";"Probability density function";;"CHEMISTRY";"IIT JEE";"Structure Of Atom"
"R_v6zkP5vc8";"Examples on De Broglie Wave Equation";;"CHEMISTRY";"IIT JEE";"Structure Of Atom"
"I-a7z8roepM";"Azimuthal quantum number (l)";;"CHEMISTRY";"IIT JEE";"Structure Of Atom"
"F2IlV95ARys";"Radial nodes";;"CHEMISTRY";"IIT JEE";"Structure Of Atom"
"F2BRpFihX3M";"Concentration terms & Concentration of solutions";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"44ctA8g4txA";"Percentage strength";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"JpsbUB3oXJc";"Volume strength of hydrogen peroxide";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"vlTmbqpfQA8";"Amount of substance: Mass";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"6tOYOFo09M4";"Vapour density";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"F5rkMNDp8tg";"Percentage W/V basis";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"IvCPLCQ-YK0";"Stoichiometric Coefficients, limiting reactants and percentage yield";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"g5qnZ-3UbFk";"Hardness of water expressed as calcium carbonate content (ppm)";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"9br3XBjFszsu0026ab_channel";"Mole fraction (X)";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"8qDVEtrQ8a4";"Percentage Vol./Vol. basis";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"JJe1qgCD95c";"Average molecular mass";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"P0jG2TjLyGI";"Basics of Chemical reactions";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"LmfHy3oygJU";"Introduction to Biomolecules and Polymers";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"F5JazhVvlm4";"Concept of Amino Acids: Structure of RNA and DNA";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"7Qld6SLRBHs";"Non-Biodegradable Polymers";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"BXcoKCBKXQc";"Polyethylene";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"pO_VrPyoPIU";"Solubility of Amino Acids";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"rLPawsgZg7E";"Biodegradable Polymers";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"0mo7QSxc5Zs";"Preparation of Amino Acids By Reductive Amination (Also Known as Koop Synthesis)";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"EdSKwhd2PXc";"Oxidation of monosaccharides with PER-IODIC ACID";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"ddUYQQSc1UY";"Classification of Carbohydrates on the Basis Reducing and Non reducing Carbohydrates";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"IQKOyspdEXw";"Polystyrene";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"Ubk2R_K9l_w";"Concept of Biomolecules";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"nnbcIeh4B5Q";"Fibres";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"sFgQ1byNn1c";"Cellulose";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"GTyXA4NHeEg";"Free Radical Addition Reaction";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"N64RAlG49rY";"Concept of Carbohydrates";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"abek13syNTk";"Examples on Natural Rubber(Vulcanization of Natural Rubber)";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"XkwDFYRs3aY";"Reactions of Carbonyl Group with Amino Acids";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"Uzbnwxcx1nw";"Concept of Natural Polymers";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"R_KHyFhRHPw";"Melting Point and Boiling Point of Amino Acids";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"jxPm7og0sMQ";"Stoichiometry";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"fkKG_9lWMi0";"Molecular mass";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"_HvADIi-0XM";"Cyclic Structure of MonoSaccharide (Haworth Projection)";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"Wselane0xyA";"Dulong-Petit law";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"_tQUDikn814";"Principles of atom conservation";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"hRAFPdDppzs";"Precision";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"8oTqwBAvbnY";"Molarity (M)";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"HZzpgjGosmg";"Dilution formula";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"If4Ar9lnB_4";"Normality (N) & valency factor";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"4qZ_OPl9dUY";"Mixing of solutions";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"TUuABq95BBM";"Balancing chemical equations";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"8Cl5CeiT7hU";"Accuracy";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"wodjPyAVNl8";"Concept of Matter";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"3lq_fVNvMX0";"Faraday's second law";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"0a4dp-i-6tk";"Equivalent mass";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"DB2YCK2p56o";"Percentage composition";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"_V1WCel5MeA";"Empirical formula mass";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"DAYRD0Wil7A";"Nucleophilic Addition";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"8Tr2PZG8I5c";"Measurements: Significant Figures";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"4OEAdgemWgM";"Molality (m)";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"Wwu1o5lAMcQu0026ab_channel";"Amount of substance";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"TEl4jeETVmg";"Measurements of matter in terms of moles";;"CHEMISTRY";"IIT JEE";"Some Basic Concepts of Chemistry Mole Concept"
"Wj2g9Cf_IDc";"Examples on Chemical Properties of Amino Acids: Esterification";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"YwNGWMvIP00";"Preparation of Synthetic Polymers";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"slP05jhd1R4";"Concept of Amino Acids";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"S1LHUFyeT6U";"Examples on Concept of biodegradable and non-biodegradable polymers";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"rBB3wZt_VIk";"Examples on Properties of Monosaccharides: Killian Fischer Method";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"5Ufz7Xj2WZc";"Thermoplastic polymers";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"0Vwjy1cuKUI";"Structure of Di-Saccharide: Maltose";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"TdtbebfOLJ8";"Natural Rubber(Vulcanization of natural Rubber)";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"VKmdYYPexbs";"Applications of Natural polymer";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"P-iK4QUU9t0";"Introduction of Carbohydrates";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"mXGOTccxW-8";"Oxidation of monosaccharides with Bromine water";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"YduOEGBtNfo";"Classification of polymers based on molecular forces: Elastomers";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"nz1ucI6gCIg";"Addition polymers";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"oPDwdfnDqis";"Concept of Synthetic Polymers";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"pkCNhR7fj-c";"Examples on Properties of Monosaccharides: Osazone Formation";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"gxxfOI0G8xA";"Reduction of Monosaccharides by HI/RED P";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"IVMjXeCLj-Q";"Structure of Di-Saccharide: Cellulose";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"m_n9Lqlbl-c";"Examples on Acidity character among Amino Acids";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"S44hss24IDA";"Concept of Proteins";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"VJI-WYa2Zb8";"Cationic Addition";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"uCXBu8j6dlk";"Polymers - Introduction";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"33MDS_MT-kQ";"Examples on Concept of Addition polymers";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"9MYn8i9ML3Y";"Brief history of Polymers";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"TBW8um0RBZ4";"Commerically Important Polymers";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"dNHtdiVjQbM";"Denaturation of Protein";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"YQT3HHr-570";"Concept of Semi-Synthetic Polymers";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"X7GZ8Jo9YQQ";"Properties of Amino Acids";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"O1ghSY-0a4A";"Concept of Amino Acids: ATP and ADP";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"V3DgrOG1exY";"Essential and Non-Essential Amino Acids Types";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"54QCoOXgegU";"Cellulose: POLYMERS";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"88hWF1-RrTQ";"Types of Amino Acids";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"CyvpoSRMp_c";"Reactivity of amino group of amino acid";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"EEzscH5fW0o";"Hydrogen Bonding in Proteins";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"eUS6CEn4GSA";"NYLON-6,10";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"gNCXnJfj_2U";"Condensation polymers";;"CHEMISTRY";"IIT JEE";"Biomolecules and Polymers"
"49no7IjynDk";"Cases of projection of a pendulum bob";;"PHYSICS";"IIT JEE";"Circular Motion"
"PQrH5cQ4lqw";"Foundational coordinate geometry";;"PHYSICS";"IIT JEE";"Circular Motion"
"nb4VzvfkSN0";"Relative angular velocity for two particles moving on a circular path";;"PHYSICS";"IIT JEE";"Circular Motion"
"bAtAs1ZUEEk";"Vertical circular motion";;"PHYSICS";"IIT JEE";"Circular Motion"
"h9HcyyTvCuY";"Circular motion inside a vertical circular track";;"PHYSICS";"IIT JEE";"Circular Motion"
"8EqJYa4Aeyk";"Kinematics of circular motion";;"PHYSICS";"IIT JEE";"Circular Motion"
"ddDyqeq_YW8";"Earth's rotation affect the apparent weight of a body";;"PHYSICS";"IIT JEE";"Circular Motion"
"WDAPWeKiGv4";"Unit vectors along the radius and tangent";;"PHYSICS";"IIT JEE";"Circular Motion"
"xHNDrbB-iWY";"Examples on Condition for oscillation";;"PHYSICS";"IIT JEE";"Circular Motion"
"qJqdl5zf37U";"Radius of curvature";;"PHYSICS";"IIT JEE";"Circular Motion"
"W8KGZrAhzEY";"Examples on Bending of cyclist around a curve";;"PHYSICS";"IIT JEE";"Circular Motion"
"9QDKnQm_poI";"Relation between tangential and angular velocity";;"PHYSICS";"IIT JEE";"Circular Motion"
"xjF-Erlv6Jk";"Examples on Radius of curvature at any point of the parabola traced by a projectile";;"PHYSICS";"IIT JEE";"Circular Motion"
"CsAf0XFOW98";"Angular displacement";;"PHYSICS";"IIT JEE";"Circular Motion"
"4vndLAs5UtM";"Examples on Banking of tracks";;"PHYSICS";"IIT JEE";"Circular Motion"
"UEPmZDyd-o8";"Examples on Resultant acceleration";;"PHYSICS";"IIT JEE";"Circular Motion"
"NQ8H7TjiuFQ";"Uniform circular motion in a horizontal plane";;"PHYSICS";"IIT JEE";"Circular Motion"
"PyFjAhLCIMY";"Uniform and non-uniform circular motion";;"PHYSICS";"IIT JEE";"Circular Motion"
"ukZDE4JTfnA";"Dynamics of Uniform Circular Motion";;"PHYSICS";"IIT JEE";"Circular Motion"
"Nb0up3a8T88";"Conditions for body leaving the circular path";;"PHYSICS";"IIT JEE";"Circular Motion"
"gLAeN46GPW8";"Vertical circular motion inside a tube";;"PHYSICS";"IIT JEE";"Circular Motion"
"49JwbrXcPjc";"Rotating frame coriolis force";;"PHYSICS";"IIT JEE";"Circular Motion"
"v7eidPGQg6Y";"Examples on Centripetal acceleration";;"PHYSICS";"IIT JEE";"Circular Motion"
"Q74wfo_kV-U";"When angular acceleration is a constant";;"PHYSICS";"IIT JEE";"Circular Motion"
"wuNDEEgh7v4";"Banking of roads";;"PHYSICS";"IIT JEE";"Circular Motion"
"icq9YZ95oYc";"Centripetal force";;"PHYSICS";"IIT JEE";"Circular Motion"
"BZco0vSaHqo";"Circular Motion in inertial reference frame";;"PHYSICS";"IIT JEE";"Circular Motion"
"KvCezk9DJfk";"Examples on Centripetal force";;"PHYSICS";"IIT JEE";"Circular Motion"
"fmf2nPuv2OI";"Centrifugal force";;"PHYSICS";"IIT JEE";"Circular Motion"
"Rd7945ry6FE";"Radial and tangential acceleration";;"PHYSICS";"IIT JEE";"Circular Motion"
"0FbvgtiaQAs";"Vertical circular motion of a ball tied to a string in a accelerated lift";;"PHYSICS";"IIT JEE";"Circular Motion"
"VXwzrdw8CV4";"A small uniform solid sphere is placed at the top of the larger sphere";;"PHYSICS";"IIT JEE";"Circular Motion"
"uvcvudNhsAc";"Examples on Rotor dynamics";;"PHYSICS";"IIT JEE";"Circular Motion"
"ukQx5dYkLHM";"Vertical circular motion of a pendulum bob";;"PHYSICS";"IIT JEE";"Circular Motion"
"756kLzc7XW0";"Examples on Instantaneous angular acceleration";;"PHYSICS";"IIT JEE";"Circular Motion"
"kUlhqG-wkfE";"Average angular acceleration";;"PHYSICS";"IIT JEE";"Circular Motion"
"OSsx9keW24g";"Conditions for oscillations";;"PHYSICS";"IIT JEE";"Circular Motion"
"xDPWoLaaLtM";"Instantaneous angular velocity";;"PHYSICS";"IIT JEE";"Circular Motion"
"VOz85ck9lDo";"Conical pendulum";;"PHYSICS";"IIT JEE";"Circular Motion"
"-G7tjiMNVlc";"Introduction to Circular motion";;"PHYSICS";"IIT JEE";"Circular Motion"
"r_NOLQrFjno";"Rotor dynamics";;"PHYSICS";"IIT JEE";"Circular Motion"
"K8-iRb6B0Wc";"Examples on Vertical circular motion of a pendulum connected to a light rigid rod";;"PHYSICS";"IIT JEE";"Circular Motion"
"iCQ9QfpYEIU";"Relation between angular acceleration and tangential acceleration";;"PHYSICS";"IIT JEE";"Circular Motion"
"jh9gRYAuau8";"Angular velocity";;"PHYSICS";"IIT JEE";"Circular Motion"
"2Yp3ZPiu3ic";"Angular acceleration";;"PHYSICS";"IIT JEE";"Circular Motion"
"58W_L-D01Ec";"Instantaneous angular acceleration";;"PHYSICS";"IIT JEE";"Circular Motion"
"D8Hcwimmvfc";"Centripetal acceleration";;"PHYSICS";"IIT JEE";"Circular Motion"
"5vn5I8zC3xw";"Examples on Rotational equations of motion";;"PHYSICS";"IIT JEE";"Circular Motion"
"DGKwdHMiqCg";"Angle";;"PHYSICS";"IIT JEE";"Circular Motion"
"8kNNrl-eHKU";"Examples on Conical pendulum";;"PHYSICS";"IIT JEE";"Circular Motion"
"tQ1BGU0nhF4";"Overturning and skidding of cars circular motion";;"PHYSICS";"IIT JEE";"Circular Motion"
"SIX5DhxD-hk";"Examples on Motion on the inner surface of a fixed sphere";;"PHYSICS";"IIT JEE";"Circular Motion"
"p82G__tsM2c";"Examples on Relation between tangential and angular velocity";;"PHYSICS";"IIT JEE";"Circular Motion"
"bHx1Wx1G2bM";"Average angular velocity";;"PHYSICS";"IIT JEE";"Circular Motion"
"zW3KCKOXe0k";"Examples on Radial and tangential acceleration";;"PHYSICS";"IIT JEE";"Circular Motion"
"X4UTe1fZUzI";"Examples on Relative Rotational and their Angular Velocities";;"PHYSICS";"IIT JEE";"Circular Motion"
"CfbH2kL--gE";"Mechanical pressure on the surface of a conductor";;"PHYSICS";"IIT JEE";"Electrostatics"
"c0S7U6uldsc";"Electric Flux";;"PHYSICS";"IIT JEE";"Electrostatics"
"uqAA_D9Mi_I";"Charging by Decay of Particle";;"PHYSICS";"IIT JEE";"Electrostatics"
"nEU8eLZkQas";"Equilibrium of the Electrical Dipole";;"PHYSICS";"IIT JEE";"Electrostatics"
"2-lPqfJuPmg";"Examples on Analogy of Coulomb's Law with Gravitational Force";;"PHYSICS";"IIT JEE";"Electrostatics"
"B1ikiFbAV88";"Continuous Charge Distribution";;"PHYSICS";"IIT JEE";"Electrostatics"
"FBVa3Z3Vkug";"Conducting Sheet";;"PHYSICS";"IIT JEE";"Electrostatics"
"dwJ-MM7yu4E";"Charging by Induction";;"PHYSICS";"IIT JEE";"Electrostatics"
"4WillWjxRWw";"Charging by Conduction";;"PHYSICS";"IIT JEE";"Electrostatics"
"X8tITZMAOC4";"Examples on Non-conducting thin sheet";;"PHYSICS";"IIT JEE";"Electrostatics"
"6GE7dF2CyRw";"Relation between half angle of cone and solid angle at vertex";;"PHYSICS";"IIT JEE";"Electrostatics"
"4iglkZYqx8Q";"Cylindrical Charge Distribution";;"PHYSICS";"IIT JEE";"Electrostatics"
"xCIntjCrEB4";"Examples on Electric field due to continuous charge";;"PHYSICS";"IIT JEE";"Electrostatics"
"ByK1FHqWB28";"Examples on Cylindrical Charge Distribution";;"PHYSICS";"IIT JEE";"Electrostatics"
"aoJYGLJmcpg";"Conductors";;"PHYSICS";"IIT JEE";"Electrostatics"
